home_name,away_name,result,home_team_result,away_team_result,home_avg_odds,draw_avg_odds,away_avg_odds,season,date_start_timestamp
Brentford,West Ham,2:0,2,0,1.85,3.66,4.61,2022-2023,1684069200
Everton,Manchester City,0:3,0,3,8.35,5.27,1.38,2022-2023,1684069200
Aston Villa,Tottenham,2:1,2,1,2.32,3.67,3.04,2022-2023,1683986400
Chelsea,Nottingham,2:2,2,2,1.57,4.34,6.0,2022-2023,1683986400
Crystal Palace,Bournemouth,2:0,2,0,1.78,3.81,4.83,2022-2023,1683986400
Manchester Utd,Wolves,2:0,2,0,1.38,5.32,7.97,2022-2023,1683986400
Southampton,Fulham,0:2,0,2,2.75,3.5,2.61,2022-2023,1683986400
Leeds,Newcastle,2:2,2,2,5.09,4.43,1.64,2022-2023,1683977400
Nottingham,Southampton,4:3,4,3,2.02,3.53,3.96,2022-2023,1683572400
Brighton,Everton,1:5,1,5,1.36,5.53,8.55,2022-2023,1683563400
Fulham,Leicester,5:3,5,3,2.71,3.39,2.74,2022-2023,1683554400
West Ham,Manchester Utd,1:0,1,0,3.64,3.71,2.05,2022-2023,1683482400
Newcastle,Arsenal,0:2,0,2,2.34,3.76,2.96,2022-2023,1683473400
Liverpool,Brentford,1:0,1,0,1.44,5.22,6.98,2022-2023,1683390600
Bournemouth,Chelsea,1:3,1,3,3.6,3.65,2.09,2022-2023,1683381600
Manchester City,Leeds,2:1,2,1,1.17,8.57,17.87,2022-2023,1683381600
Tottenham,Crystal Palace,1:0,1,0,1.84,3.88,4.37,2022-2023,1683381600
Wolves,Aston Villa,1:0,1,0,3.18,3.34,2.41,2022-2023,1683381600
Brighton,Manchester Utd,1:0,1,0,2.19,3.85,3.18,2022-2023,1683226800
Liverpool,Fulham,1:0,1,0,1.3,6.17,9.75,2022-2023,1683140400
Manchester City,West Ham,3:0,3,0,1.19,7.92,15.86,2022-2023,1683140400
Arsenal,Chelsea,3:1,3,1,1.62,4.29,5.56,2022-2023,1683054000
Leicester,Everton,2:2,2,2,2.02,3.47,4.03,2022-2023,1682967600
Liverpool,Tottenham,4:3,4,3,1.56,4.88,5.35,2022-2023,1682868600
Newcastle,Southampton,3:1,3,1,1.27,6.22,11.72,2022-2023,1682859600
Bournemouth,Leeds,4:1,4,1,2.48,3.42,2.97,2022-2023,1682859600
Fulham,Manchester City,1:2,1,2,10.97,6.26,1.28,2022-2023,1682859600
Manchester Utd,Aston Villa,1:0,1,0,1.75,4.14,4.52,2022-2023,1682859600
Brentford,Nottingham,2:1,2,1,1.74,3.8,5.18,2022-2023,1682776800
Brighton,Wolves,6:0,6,0,1.56,4.39,6.23,2022-2023,1682776800
Crystal Palace,West Ham,4:3,4,3,2.61,3.18,2.97,2022-2023,1682767800
Tottenham,Manchester Utd,2:2,2,2,2.89,3.8,2.37,2022-2023,1682622900
Everton,Newcastle,1:4,1,4,4.6,3.7,1.83,2022-2023,1682621100
Southampton,Bournemouth,0:1,0,1,2.53,3.32,2.99,2022-2023,1682621100
Manchester City,Arsenal,4:1,4,1,1.66,4.19,5.25,2022-2023,1682535600
Chelsea,Brentford,0:2,0,2,1.79,3.73,4.89,2022-2023,1682534700
West Ham,Liverpool,1:2,1,2,3.67,3.88,1.98,2022-2023,1682534700
Nottingham,Brighton,3:1,3,1,5.56,4.31,1.61,2022-2023,1682533800
Leeds,Leicester,1:1,1,1,2.39,3.57,3.01,2022-2023,1682449200
Aston Villa,Fulham,1:0,1,0,1.75,3.89,4.9,2022-2023,1682448300
Wolves,Crystal Palace,2:0,2,0,2.35,3.05,3.58,2022-2023,1682447400
Bournemouth,West Ham,0:4,0,4,3.02,3.32,2.52,2022-2023,1682254800
Newcastle,Tottenham,6:1,6,1,1.93,3.77,4.04,2022-2023,1682254800
Brentford,Aston Villa,1:1,1,1,2.66,3.31,2.84,2022-2023,1682172000
Crystal Palace,Everton,0:0,0,0,1.98,3.38,4.34,2022-2023,1682172000
Leicester,Wolves,2:1,2,1,2.44,3.34,3.11,2022-2023,1682172000
Liverpool,Nottingham,3:2,3,2,1.18,8.14,16.35,2022-2023,1682172000
Fulham,Leeds,2:1,2,1,2.39,3.46,3.08,2022-2023,1682163000
Arsenal,Southampton,3:3,3,3,1.21,7.31,14.27,2022-2023,1682103600
Leeds,Liverpool,1:6,1,6,4.57,4.33,1.71,2022-2023,1681758000
Nottingham,Manchester Utd,0:2,0,2,5.02,4.05,1.7,2022-2023,1681659000
West Ham,Arsenal,2:2,2,2,5.6,4.24,1.61,2022-2023,1681650000
Manchester City,Leicester,3:1,3,1,1.14,9.83,19.36,2022-2023,1681576200
Chelsea,Brighton,1:2,1,2,2.93,3.39,2.53,2022-2023,1681567200
Everton,Fulham,1:3,1,3,2.22,3.33,3.54,2022-2023,1681567200
Southampton,Crystal Palace,0:2,0,2,2.95,3.14,2.67,2022-2023,1681567200
Tottenham,Bournemouth,2:3,2,3,1.51,4.53,6.56,2022-2023,1681567200
Wolves,Brentford,2:0,2,0,2.84,3.16,2.75,2022-2023,1681567200
Aston Villa,Newcastle,3:0,3,0,3.7,3.45,2.11,2022-2023,1681558200
Liverpool,Arsenal,2:2,2,2,2.73,3.61,2.56,2022-2023,1681054200
Leeds,Crystal Palace,1:5,1,5,2.08,3.48,3.77,2022-2023,1681045200
Southampton,Manchester City,1:4,1,4,12.57,6.47,1.25,2022-2023,1680971400
Aston Villa,Nottingham,2:0,2,0,1.59,4.22,6.04,2022-2023,1680962400
Brentford,Newcastle,1:2,1,2,4.12,3.54,1.97,2022-2023,1680962400
Fulham,West Ham,0:1,0,1,2.95,3.26,2.58,2022-2023,1680962400
Leicester,Bournemouth,0:1,0,1,2.1,3.5,3.71,2022-2023,1680962400
Tottenham,Brighton,2:1,2,1,2.76,3.45,2.63,2022-2023,1680962400
Wolves,Chelsea,1:0,1,0,5.05,3.66,1.78,2022-2023,1680962400
Manchester Utd,Everton,2:0,2,0,1.57,4.29,6.16,2022-2023,1680953400
Manchester Utd,Brentford,1:0,1,0,1.63,4.27,5.41,2022-2023,1680721200
West Ham,Newcastle,1:5,1,5,3.5,3.26,2.28,2022-2023,1680721200
Chelsea,Liverpool,0:0,0,0,2.17,3.55,3.47,2022-2023,1680634800
Bournemouth,Brighton,0:2,0,2,5.86,4.35,1.58,2022-2023,1680633900
Leeds,Nottingham,2:1,2,1,1.7,3.92,5.27,2022-2023,1680633900
Leicester,Aston Villa,1:2,1,2,2.74,3.42,2.68,2022-2023,1680633900
Everton,Tottenham,1:1,1,1,3.9,3.36,2.09,2022-2023,1680548400
Newcastle,Manchester Utd,2:0,2,0,2.36,3.51,3.09,2022-2023,1680449400
West Ham,Southampton,1:0,1,0,1.77,3.74,5.03,2022-2023,1680440400
Chelsea,Aston Villa,0:2,0,2,1.63,3.96,6.07,2022-2023,1680366600
Arsenal,Leeds,4:1,4,1,1.28,6.43,10.55,2022-2023,1680357600
Bournemouth,Fulham,2:1,2,1,2.59,3.32,2.91,2022-2023,1680357600
Brighton,Brentford,3:3,3,3,1.63,4.19,5.57,2022-2023,1680357600
Crystal Palace,Leicester,2:1,2,1,2.38,3.34,3.22,2022-2023,1680357600
Nottingham,Wolves,1:1,1,1,3.36,3.16,2.4,2022-2023,1680357600
Manchester City,Liverpool,4:1,4,1,1.68,4.15,5.04,2022-2023,1680348600
Arsenal,Crystal Palace,4:1,4,1,1.27,5.89,12.08,2022-2023,1679234400
Chelsea,Everton,2:2,2,2,1.5,4.17,7.88,2022-2023,1679160600
Aston Villa,Bournemouth,3:0,3,0,1.73,3.88,5.06,2022-2023,1679151600
Brentford,Leicester,1:1,1,1,1.88,3.88,4.11,2022-2023,1679151600
Southampton,Tottenham,3:3,3,3,4.56,3.67,1.85,2022-2023,1679151600
Wolves,Leeds,2:4,2,4,2.35,3.24,3.3,2022-2023,1679151600
Nottingham,Newcastle,1:2,1,2,5.51,3.74,1.71,2022-2023,1679083200
Brighton,Crystal Palace,1:0,1,0,1.38,5.03,8.97,2022-2023,1678908600
Southampton,Brentford,0:2,0,2,3.29,3.24,2.38,2022-2023,1678908600
Newcastle,Wolves,2:1,2,1,1.65,3.87,5.94,2022-2023,1678638600
Fulham,Arsenal,0:3,0,3,7.65,4.76,1.44,2022-2023,1678629600
Manchester Utd,Southampton,0:0,0,0,1.28,6.12,11.02,2022-2023,1678629600
West Ham,Aston Villa,1:1,1,1,2.33,3.28,3.31,2022-2023,1678629600
Crystal Palace,Manchester City,0:1,0,1,9.9,5.1,1.36,2022-2023,1678555800
Everton,Brentford,1:0,1,0,2.7,3.1,2.94,2022-2023,1678546800
Leeds,Brighton,2:2,2,2,4.36,3.79,1.85,2022-2023,1678546800
Leicester,Chelsea,1:3,1,3,4.02,3.68,1.94,2022-2023,1678546800
Tottenham,Nottingham,3:1,3,1,1.45,4.62,7.63,2022-2023,1678546800
Bournemouth,Liverpool,1:0,1,0,7.23,5.08,1.43,2022-2023,1678537800
Brentford,Fulham,3:2,3,2,2.04,3.58,3.78,2022-2023,1678132800
Liverpool,Manchester Utd,7:0,7,0,2.47,3.59,2.87,2022-2023,1678033800
Nottingham,Everton,2:2,2,2,3.07,3.06,2.64,2022-2023,1678024800
Southampton,Leicester,1:0,1,0,2.81,3.35,2.64,2022-2023,1677951000
Arsenal,Bournemouth,3:2,3,2,1.22,6.83,14.02,2022-2023,1677942000
Aston Villa,Crystal Palace,1:0,1,0,2.17,3.34,3.67,2022-2023,1677942000
Brighton,West Ham,4:0,4,0,1.69,3.97,5.27,2022-2023,1677942000
Chelsea,Leeds,1:0,1,0,1.59,4.17,6.15,2022-2023,1677942000
Wolves,Tottenham,1:0,1,0,3.31,3.29,2.36,2022-2023,1677942000
Manchester City,Newcastle,2:0,2,0,1.5,4.48,6.78,2022-2023,1677933000
Liverpool,Wolves,2:0,2,0,1.53,4.45,6.55,2022-2023,1677700800
Arsenal,Everton,4:0,4,0,1.33,5.21,11.36,2022-2023,1677699900
Tottenham,Chelsea,2:0,2,0,2.96,3.29,2.54,2022-2023,1677418200
Crystal Palace,Liverpool,0:0,0,0,5.03,4.07,1.71,2022-2023,1677354300
Bournemouth,Manchester City,1:4,1,4,9.69,5.24,1.36,2022-2023,1677346200
Everton,Aston Villa,0:2,0,2,2.63,3.16,3.01,2022-2023,1677337200
Leeds,Southampton,1:0,1,0,1.97,3.7,3.96,2022-2023,1677337200
Leicester,Arsenal,0:1,0,1,5.97,4.32,1.58,2022-2023,1677337200
West Ham,Nottingham,4:0,4,0,1.71,3.79,5.49,2022-2023,1677337200
Fulham,Wolves,1:1,1,1,2.64,3.19,2.96,2022-2023,1677268800
Tottenham,West Ham,2:0,2,0,1.85,3.53,4.69,2022-2023,1676824200
Manchester Utd,Leicester,3:0,3,0,1.57,4.52,5.79,2022-2023,1676815200
Newcastle,Liverpool,0:2,0,2,2.55,3.48,2.85,2022-2023,1676741400
Brentford,Crystal Palace,1:1,1,1,1.82,3.59,4.83,2022-2023,1676732400
Brighton,Fulham,0:1,0,1,1.55,4.37,6.35,2022-2023,1676732400
Chelsea,Southampton,0:1,0,1,1.44,4.65,8.05,2022-2023,1676732400
Everton,Leeds,1:0,1,0,2.75,3.24,2.79,2022-2023,1676732400
Nottingham,Manchester City,1:1,1,1,10.78,5.5,1.32,2022-2023,1676732400
Wolves,Bournemouth,0:1,0,1,1.82,3.63,4.82,2022-2023,1676732400
Aston Villa,Arsenal,2:4,2,4,4.43,3.68,1.88,2022-2023,1676723400
Arsenal,Manchester City,1:3,1,3,3.32,3.45,2.27,2022-2023,1676489400
Liverpool,Everton,2:0,2,0,1.59,4.26,5.95,2022-2023,1676318400
Manchester City,Aston Villa,3:1,3,1,1.33,5.58,9.66,2022-2023,1676219400
Leeds,Manchester Utd,0:2,0,2,3.82,3.82,1.96,2022-2023,1676210400
Bournemouth,Newcastle,1:1,1,1,6.0,4.02,1.62,2022-2023,1676136600
Arsenal,Brentford,1:1,1,1,1.53,4.33,6.7,2022-2023,1676127600
Crystal Palace,Brighton,1:1,1,1,4.71,3.71,1.83,2022-2023,1676127600
Fulham,Nottingham,2:0,2,0,1.93,3.53,4.32,2022-2023,1676127600
Leicester,Tottenham,4:1,4,1,3.57,3.75,2.05,2022-2023,1676127600
Southampton,Wolves,1:2,1,2,3.09,3.17,2.54,2022-2023,1676127600
West Ham,Chelsea,1:1,1,1,3.53,3.34,2.22,2022-2023,1676118600
Manchester Utd,Leeds,2:2,2,2,1.51,4.58,6.42,2022-2023,1675886400
Tottenham,Manchester City,1:0,1,0,4.07,3.88,1.88,2022-2023,1675614600
Nottingham,Leeds,1:0,1,0,2.81,3.4,2.61,2022-2023,1675605600
Newcastle,West Ham,1:1,1,1,1.67,3.88,5.63,2022-2023,1675531800
Aston Villa,Leicester,2:4,2,4,2.1,3.53,3.64,2022-2023,1675522800
Brentford,Southampton,3:0,3,0,1.77,3.74,5.03,2022-2023,1675522800
Brighton,Bournemouth,1:0,1,0,1.39,5.21,8.2,2022-2023,1675522800
Manchester Utd,Crystal Palace,2:1,2,1,1.38,5.05,8.8,2022-2023,1675522800
Wolves,Liverpool,3:0,3,0,4.02,3.8,1.91,2022-2023,1675522800
Everton,Arsenal,1:0,1,0,8.05,4.34,1.47,2022-2023,1675513800
Chelsea,Fulham,0:0,0,0,1.6,4.15,5.99,2022-2023,1675454400
Fulham,Tottenham,0:1,0,1,3.32,3.81,2.13,2022-2023,1674504900
Arsenal,Manchester Utd,3:2,3,2,1.88,3.83,4.23,2022-2023,1674405000
Leeds,Brentford,0:0,0,0,2.41,3.57,2.97,2022-2023,1674396000
Manchester City,Wolves,3:0,3,0,1.27,6.41,11.44,2022-2023,1674396000
Crystal Palace,Newcastle,0:0,0,0,4.61,3.64,1.85,2022-2023,1674322200
Bournemouth,Nottingham,1:1,1,1,2.89,3.19,2.66,2022-2023,1674313200
Leicester,Brighton,2:2,2,2,4.11,3.9,1.88,2022-2023,1674313200
Southampton,Aston Villa,0:1,0,1,2.74,3.24,2.8,2022-2023,1674313200
West Ham,Everton,2:0,2,0,1.84,3.6,4.71,2022-2023,1674313200
Liverpool,Chelsea,0:0,0,0,2.04,3.62,3.78,2022-2023,1674304200
Manchester City,Tottenham,4:2,4,2,1.5,4.76,6.45,2022-2023,1674158400
Crystal Palace,Manchester Utd,1:1,1,1,5.4,3.96,1.68,2022-2023,1674072000
Tottenham,Arsenal,0:2,0,2,3.42,3.51,2.2,2022-2023,1673800200
Chelsea,Crystal Palace,1:0,1,0,1.88,3.48,4.7,2022-2023,1673791200
Newcastle,Fulham,1:0,1,0,1.49,4.61,6.92,2022-2023,1673791200
Brentford,Bournemouth,2:0,2,0,1.63,4.03,5.83,2022-2023,1673717400
Brighton,Liverpool,3:0,3,0,2.96,3.77,2.33,2022-2023,1673708400
Everton,Southampton,1:2,1,2,2.39,3.24,3.26,2022-2023,1673708400
Nottingham,Leicester,2:0,2,0,2.73,3.2,2.81,2022-2023,1673708400
Arsenal,Everton,5:1,5,1,1.35,5.57,9.09,2021-2022,1653231600
Brentford,Leeds,1:2,1,2,2.35,3.82,2.91,2021-2022,1653231600
Brighton,West Ham,3:1,3,1,2.67,3.47,2.71,2021-2022,1653231600
Burnley,Newcastle,1:2,1,2,2.48,3.31,3.05,2021-2022,1653231600
Chelsea,Watford,2:1,2,1,1.19,7.7,16.71,2021-2022,1653231600
Crystal Palace,Manchester Utd,1:0,1,0,2.82,3.53,2.53,2021-2022,1653231600
Leicester,Southampton,4:1,4,1,1.71,4.33,4.56,2021-2022,1653231600
Liverpool,Wolves,3:1,3,1,1.15,9.35,18.9,2021-2022,1653231600
Manchester City,Aston Villa,3:2,3,2,1.18,8.35,16.26,2021-2022,1653231600
Norwich,Tottenham,0:5,0,5,10.0,5.64,1.32,2021-2022,1653231600
Aston Villa,Burnley,1:1,1,1,2.03,3.5,3.93,2021-2022,1652986800
Chelsea,Leicester,1:1,1,1,1.43,5.0,7.58,2021-2022,1652986800
Everton,Crystal Palace,3:2,3,2,1.87,3.56,4.67,2021-2022,1652985900
Southampton,Liverpool,1:2,1,2,6.62,4.99,1.47,2021-2022,1652813100
Newcastle,Arsenal,2:0,2,0,4.31,3.89,1.84,2021-2022,1652727600
Everton,Brentford,2:3,2,3,1.93,3.58,4.26,2021-2022,1652628600
Aston Villa,Crystal Palace,1:1,1,1,1.9,3.55,4.45,2021-2022,1652619600
Leeds,Brighton,1:1,1,1,2.68,3.46,2.7,2021-2022,1652619600
Watford,Leicester,1:5,1,5,5.16,4.0,1.7,2021-2022,1652619600
West Ham,Manchester City,2:2,2,2,8.03,5.23,1.4,2021-2022,1652619600
Wolves,Norwich,1:1,1,1,1.54,4.51,6.18,2021-2022,1652619600
Tottenham,Burnley,1:0,1,0,1.32,5.64,10.3,2021-2022,1652612400
Tottenham,Arsenal,3:0,3,0,2.29,3.51,3.25,2021-2022,1652381100
Wolves,Manchester City,1:5,1,5,12.17,6.31,1.26,2021-2022,1652296500
Leicester,Norwich,3:0,3,0,1.34,5.61,9.28,2021-2022,1652294700
Watford,Everton,0:0,0,0,5.91,3.81,1.65,2021-2022,1652294700
Leeds,Chelsea,0:3,0,3,4.94,4.11,1.7,2021-2022,1652293800
Aston Villa,Liverpool,1:2,1,2,6.53,4.63,1.51,2021-2022,1652209200
Manchester City,Newcastle,5:0,5,0,1.17,8.0,17.32,2021-2022,1652023800
Arsenal,Leeds,2:1,2,1,1.53,4.58,6.18,2021-2022,1652014800
Leicester,Everton,1:2,1,2,2.69,3.29,2.78,2021-2022,1652014800
Norwich,West Ham,0:4,0,4,4.89,4.04,1.72,2021-2022,1652014800
Liverpool,Tottenham,1:1,1,1,1.43,5.18,7.14,2021-2022,1651949100
Brighton,Manchester Utd,4:0,4,0,3.06,3.37,2.47,2021-2022,1651941000
Brentford,Southampton,3:0,3,0,2.12,3.54,3.58,2021-2022,1651932000
Burnley,Aston Villa,1:3,1,3,3.12,3.19,2.51,2021-2022,1651932000
Chelsea,Wolves,2:2,2,2,1.37,4.97,9.58,2021-2022,1651932000
Crystal Palace,Watford,1:0,1,0,1.69,3.87,5.41,2021-2022,1651932000
Manchester Utd,Brentford,3:0,3,0,1.76,3.98,4.67,2021-2022,1651518000
West Ham,Arsenal,1:2,1,2,4.4,3.89,1.82,2021-2022,1651419000
Everton,Chelsea,1:0,1,0,5.25,3.92,1.7,2021-2022,1651410000
Tottenham,Leicester,3:1,3,1,1.37,5.35,8.88,2021-2022,1651410000
Leeds,Manchester City,0:4,0,4,9.45,5.85,1.32,2021-2022,1651336200
Aston Villa,Norwich,2:0,2,0,1.43,4.83,8.05,2021-2022,1651327200
Southampton,Crystal Palace,1:2,1,2,2.45,3.18,3.21,2021-2022,1651327200
Watford,Burnley,1:2,1,2,2.64,3.24,2.89,2021-2022,1651327200
Wolves,Brighton,0:3,0,3,2.76,3.02,2.95,2021-2022,1651327200
Newcastle,Liverpool,0:1,0,1,6.49,4.35,1.54,2021-2022,1651318200
Manchester Utd,Chelsea,1:1,1,1,3.55,3.66,2.09,2021-2022,1651171500
Crystal Palace,Leeds,0:0,0,0,2.41,3.46,3.03,2021-2022,1650913200
Arsenal,Everton,5:1,5,1,1.35,5.57,9.09,2021-2022,1653231600
Brentford,Leeds,1:2,1,2,2.35,3.82,2.91,2021-2022,1653231600
Brighton,West Ham,3:1,3,1,2.67,3.47,2.71,2021-2022,1653231600
Burnley,Newcastle,1:2,1,2,2.48,3.31,3.05,2021-2022,1653231600
Chelsea,Watford,2:1,2,1,1.19,7.7,16.71,2021-2022,1653231600
Crystal Palace,Manchester Utd,1:0,1,0,2.82,3.53,2.53,2021-2022,1653231600
Leicester,Southampton,4:1,4,1,1.71,4.33,4.56,2021-2022,1653231600
Liverpool,Wolves,3:1,3,1,1.15,9.35,18.9,2021-2022,1653231600
Manchester City,Aston Villa,3:2,3,2,1.18,8.35,16.26,2021-2022,1653231600
Norwich,Tottenham,0:5,0,5,10.0,5.64,1.32,2021-2022,1653231600
Aston Villa,Burnley,1:1,1,1,2.03,3.5,3.93,2021-2022,1652986800
Chelsea,Leicester,1:1,1,1,1.43,5.0,7.58,2021-2022,1652986800
Everton,Crystal Palace,3:2,3,2,1.87,3.56,4.67,2021-2022,1652985900
Southampton,Liverpool,1:2,1,2,6.62,4.99,1.47,2021-2022,1652813100
Newcastle,Arsenal,2:0,2,0,4.31,3.89,1.84,2021-2022,1652727600
Everton,Brentford,2:3,2,3,1.93,3.58,4.26,2021-2022,1652628600
Aston Villa,Crystal Palace,1:1,1,1,1.9,3.55,4.45,2021-2022,1652619600
Leeds,Brighton,1:1,1,1,2.68,3.46,2.7,2021-2022,1652619600
Watford,Leicester,1:5,1,5,5.16,4.0,1.7,2021-2022,1652619600
West Ham,Manchester City,2:2,2,2,8.03,5.23,1.4,2021-2022,1652619600
Wolves,Norwich,1:1,1,1,1.54,4.51,6.18,2021-2022,1652619600
Tottenham,Burnley,1:0,1,0,1.32,5.64,10.3,2021-2022,1652612400
Tottenham,Arsenal,3:0,3,0,2.29,3.51,3.25,2021-2022,1652381100
Wolves,Manchester City,1:5,1,5,12.17,6.31,1.26,2021-2022,1652296500
Leicester,Norwich,3:0,3,0,1.34,5.61,9.28,2021-2022,1652294700
Watford,Everton,0:0,0,0,5.91,3.81,1.65,2021-2022,1652294700
Leeds,Chelsea,0:3,0,3,4.94,4.11,1.7,2021-2022,1652293800
Aston Villa,Liverpool,1:2,1,2,6.53,4.63,1.51,2021-2022,1652209200
Manchester City,Newcastle,5:0,5,0,1.17,8.0,17.32,2021-2022,1652023800
Arsenal,Leeds,2:1,2,1,1.53,4.58,6.18,2021-2022,1652014800
Leicester,Everton,1:2,1,2,2.69,3.29,2.78,2021-2022,1652014800
Norwich,West Ham,0:4,0,4,4.89,4.04,1.72,2021-2022,1652014800
Liverpool,Tottenham,1:1,1,1,1.43,5.18,7.14,2021-2022,1651949100
Brighton,Manchester Utd,4:0,4,0,3.06,3.37,2.47,2021-2022,1651941000
Brentford,Southampton,3:0,3,0,2.12,3.54,3.58,2021-2022,1651932000
Burnley,Aston Villa,1:3,1,3,3.12,3.19,2.51,2021-2022,1651932000
Chelsea,Wolves,2:2,2,2,1.37,4.97,9.58,2021-2022,1651932000
Crystal Palace,Watford,1:0,1,0,1.69,3.87,5.41,2021-2022,1651932000
Manchester Utd,Brentford,3:0,3,0,1.76,3.98,4.67,2021-2022,1651518000
West Ham,Arsenal,1:2,1,2,4.4,3.89,1.82,2021-2022,1651419000
Everton,Chelsea,1:0,1,0,5.25,3.92,1.7,2021-2022,1651410000
Tottenham,Leicester,3:1,3,1,1.37,5.35,8.88,2021-2022,1651410000
Leeds,Manchester City,0:4,0,4,9.45,5.85,1.32,2021-2022,1651336200
Aston Villa,Norwich,2:0,2,0,1.43,4.83,8.05,2021-2022,1651327200
Southampton,Crystal Palace,1:2,1,2,2.45,3.18,3.21,2021-2022,1651327200
Watford,Burnley,1:2,1,2,2.64,3.24,2.89,2021-2022,1651327200
Wolves,Brighton,0:3,0,3,2.76,3.02,2.95,2021-2022,1651327200
Newcastle,Liverpool,0:1,0,1,6.49,4.35,1.54,2021-2022,1651318200
Manchester Utd,Chelsea,1:1,1,1,3.55,3.66,2.09,2021-2022,1651171500
Crystal Palace,Leeds,0:0,0,0,2.41,3.46,3.03,2021-2022,1650913200
Liverpool,Everton,2:0,2,0,1.2,7.25,15.63,2021-2022,1650814200
Brighton,Southampton,2:2,2,2,2.09,3.4,3.84,2021-2022,1650805200
Burnley,Wolves,1:0,1,0,2.57,3.16,3.09,2021-2022,1650805200
Chelsea,West Ham,1:0,1,0,1.43,4.87,8.02,2021-2022,1650805200
Brentford,Tottenham,0:0,0,0,4.87,4.01,1.74,2021-2022,1650731400
Leicester,Aston Villa,0:0,0,0,3.0,3.37,2.48,2021-2022,1650722400
Manchester City,Watford,5:1,5,1,1.11,9.98,25.97,2021-2022,1650722400
Norwich,Newcastle,0:3,0,3,3.52,3.35,2.22,2021-2022,1650722400
Arsenal,Manchester Utd,3:1,3,1,2.05,3.65,3.71,2021-2022,1650713400
Burnley,Southampton,2:0,2,0,2.67,3.35,2.76,2021-2022,1650566700
Manchester City,Brighton,3:0,3,0,1.23,6.57,14.86,2021-2022,1650481200
Chelsea,Arsenal,2:4,2,4,1.92,3.52,4.4,2021-2022,1650480300
Everton,Leicester,1:1,1,1,2.59,3.32,2.9,2021-2022,1650480300
Newcastle,Crystal Palace,1:0,1,0,2.28,3.26,3.48,2021-2022,1650480300
Liverpool,Manchester Utd,4:0,4,0,1.34,5.64,8.9,2021-2022,1650394800
Newcastle,Leicester,2:1,2,1,2.09,3.52,3.72,2021-2022,1650201300
West Ham,Burnley,1:1,1,1,1.81,3.78,4.68,2021-2022,1650201300
Manchester Utd,Norwich,3:2,3,2,1.28,6.35,10.5,2021-2022,1650117600
Southampton,Arsenal,1:0,1,0,3.99,3.75,1.94,2021-2022,1650117600
Watford,Brentford,1:2,1,2,3.04,3.34,2.47,2021-2022,1650117600
Tottenham,Brighton,0:1,0,1,1.52,4.49,6.59,2021-2022,1650108600
Manchester City,Liverpool,2:2,2,2,1.99,3.76,3.78,2021-2022,1649604600
Brentford,West Ham,2:0,2,0,2.69,3.32,2.76,2021-2022,1649595600
Leicester,Crystal Palace,2:1,2,1,2.54,3.31,2.96,2021-2022,1649595600
Norwich,Burnley,2:0,2,0,3.13,3.39,2.38,2021-2022,1649595600
Aston Villa,Tottenham,0:4,0,4,3.39,3.49,2.22,2021-2022,1649521800
Arsenal,Brighton,1:2,1,2,1.65,3.77,6.13,2021-2022,1649512800
Southampton,Chelsea,0:6,0,6,3.96,3.62,2.0,2021-2022,1649512800
Watford,Leeds,0:3,0,3,2.82,3.42,2.6,2021-2022,1649512800
Everton,Manchester Utd,1:0,1,0,4.14,3.83,1.9,2021-2022,1649503800
Newcastle,Wolves,1:0,1,0,2.01,3.3,4.32,2021-2022,1649444400
Burnley,Everton,3:2,3,2,2.56,3.12,3.11,2021-2022,1649269800
Crystal Palace,Arsenal,3:0,3,0,4.16,3.4,2.0,2021-2022,1649098800
Tottenham,Newcastle,5:1,5,1,1.55,4.29,6.39,2021-2022,1648999800
West Ham,Everton,2:1,2,1,1.79,3.8,4.73,2021-2022,1648990800
Manchester Utd,Leicester,1:1,1,1,1.57,4.48,5.68,2021-2022,1648917000
Brighton,Norwich,0:0,0,0,1.49,4.31,7.66,2021-2022,1648908000
Burnley,Manchester City,0:2,0,2,16.63,7.0,1.2,2021-2022,1648908000
Chelsea,Brentford,1:4,1,4,1.4,4.74,9.22,2021-2022,1648908000
Leeds,Southampton,1:1,1,1,2.46,3.61,2.85,2021-2022,1648908000
Wolves,Aston Villa,2:1,2,1,3.08,3.09,2.6,2021-2022,1648908000
Liverpool,Watford,2:0,2,0,1.16,8.45,17.81,2021-2022,1648899000
Tottenham,West Ham,3:1,3,1,1.72,3.86,5.17,2021-2022,1647793800
Leicester,Brentford,2:1,2,1,2.14,3.42,3.61,2021-2022,1647784800
Aston Villa,Arsenal,0:1,0,1,3.0,3.42,2.46,2021-2022,1647693000
Wolves,Leeds,2:3,2,3,2.21,3.41,3.47,2021-2022,1647633600
Everton,Newcastle,1:0,1,0,2.44,3.25,3.2,2021-2022,1647546300
Arsenal,Liverpool,0:2,0,2,3.66,3.67,2.06,2021-2022,1647461700
Brighton,Tottenham,0:2,0,2,3.66,3.41,2.15,2021-2022,1647459000
Crystal Palace,Manchester City,0:0,0,0,10.05,5.49,1.33,2021-2022,1647288000
Arsenal,Leicester,2:0,2,0,1.44,4.88,7.51,2021-2022,1647189000
Chelsea,Newcastle,1:0,1,0,1.42,4.89,8.21,2021-2022,1647180000
Everton,Wolves,0:1,0,1,2.29,3.13,3.63,2021-2022,1647180000
