home_name,away_name,result,home_team_result,away_team_result,home_avg_odds,draw_avg_odds,away_avg_odds,season,date_start_timestamp
Liverpool,Manchester City,1:0,1,0,2.46,3.44,2.99,2016-2017,1483205400
Burnley,Sunderland,4:1,4,1,2.31,3.35,3.32,2016-2017,1483196400
Chelsea,Stoke,4:2,4,2,1.25,6.45,13.39,2016-2017,1483196400
Leicester,West Ham,1:0,1,0,2.12,3.45,3.69,2016-2017,1483196400
Manchester Utd,Middlesbrough,2:1,2,1,1.26,6.11,13.89,2016-2017,1483196400
Southampton,West Brom,1:2,1,2,1.69,3.67,5.92,2016-2017,1483196400
Swansea,Bournemouth,0:3,0,3,2.62,3.39,2.81,2016-2017,1483196400
Hull,Everton,2:2,2,2,3.97,3.38,2.06,2016-2017,1483128000
Manchester Utd,Bournemouth,3:1,3,1,1.49,4.6,6.9,2015-2016,1463511600
Arsenal,Aston Villa,4:0,4,0,1.11,11.03,23.85,2015-2016,1463320800
Chelsea,Leicester,1:1,1,1,2.01,3.82,3.63,2015-2016,1463320800
Everton,Norwich,3:0,3,0,1.72,4.16,4.67,2015-2016,1463320800
Newcastle,Tottenham,5:1,5,1,5.05,4.03,1.7,2015-2016,1463320800
Southampton,Crystal Palace,4:1,4,1,1.28,6.24,10.93,2015-2016,1463320800
Stoke,West Ham,2:1,2,1,3.01,3.81,2.27,2015-2016,1463320800
Swansea,Manchester City,1:1,1,1,6.82,4.95,1.46,2015-2016,1463320800
Watford,Sunderland,2:2,2,2,1.65,4.26,5.21,2015-2016,1463320800
West Brom,Liverpool,1:1,1,1,2.62,3.55,2.69,2015-2016,1463320800
Liverpool,Chelsea,1:1,1,1,1.69,4.27,4.76,2015-2016,1462993200
Norwich,Watford,4:2,4,2,1.86,3.85,4.22,2015-2016,1462992300
Sunderland,Everton,3:0,3,0,1.84,3.88,4.27,2015-2016,1462992300
West Ham,Manchester Utd,3:2,3,2,3.09,3.52,2.34,2015-2016,1462905900
Liverpool,Watford,2:0,2,0,1.56,4.33,6.17,2015-2016,1462719600
Manchester City,Arsenal,2:2,2,2,2.22,3.6,3.25,2015-2016,1462719600
Tottenham,Southampton,1:2,1,2,2.2,3.4,3.48,2015-2016,1462710600
Leicester,Everton,3:1,3,1,1.83,3.79,3.87,2015-2016,1462638600
Aston Villa,Newcastle,0:0,0,0,5.1,4.02,1.69,2015-2016,1462629600
Bournemouth,West Brom,1:1,1,1,1.91,3.6,4.27,2015-2016,1462629600
Crystal Palace,Stoke,2:1,2,1,2.02,3.48,3.99,2015-2016,1462629600
Sunderland,Chelsea,3:2,3,2,3.16,3.59,2.26,2015-2016,1462629600
West Ham,Swansea,1:4,1,4,1.35,5.46,9.22,2015-2016,1462629600
Norwich,Manchester Utd,0:1,0,1,3.85,3.48,2.05,2015-2016,1462621500
Chelsea,Tottenham,2:2,2,2,2.58,3.47,2.78,2015-2016,1462215600
Southampton,Manchester City,4:2,4,2,2.42,3.45,3.03,2015-2016,1462116600
Manchester Utd,Leicester,1:1,1,1,1.0,1.0,1.0,2015-2016,1462107900
Swansea,Liverpool,3:1,3,1,3.54,3.49,2.14,2015-2016,1462100400
Arsenal,Norwich,1:0,1,0,1.26,6.27,12.76,2015-2016,1462033800
Everton,Bournemouth,2:1,2,1,2.41,3.65,2.89,2015-2016,1462024800
Newcastle,Crystal Palace,1:0,1,0,1.0,1.0,1.0,2015-2016,1462024800
Stoke,Sunderland,1:1,1,1,2.93,3.37,2.51,2015-2016,1462024800
Watford,Aston Villa,3:2,3,2,1.72,3.75,5.31,2015-2016,1462024800
West Brom,West Ham,0:3,0,3,3.91,3.55,2.0,2015-2016,1462024800
Tottenham,West Brom,1:1,1,1,1.22,6.75,14.34,2015-2016,1461610800
Leicester,Swansea,4:0,4,0,1.0,1.0,1.0,2015-2016,1461510900
Sunderland,Arsenal,0:0,0,0,5.4,4.14,1.65,2015-2016,1461503100
Aston Villa,Southampton,2:4,2,4,6.9,4.15,1.54,2015-2016,1461420000
Bournemouth,Chelsea,1:4,1,4,3.48,3.56,2.15,2015-2016,1461420000
Liverpool,Newcastle,2:2,2,2,1.51,4.66,6.42,2015-2016,1461420000
Manchester City,Stoke,4:0,4,0,1.3,5.8,10.5,2015-2016,1461411900
Arsenal,West Brom,2:0,2,0,1.26,6.17,13.06,2015-2016,1461264300
Liverpool,Everton,4:0,4,0,1.68,4.04,5.26,2015-2016,1461178800
Manchester Utd,Crystal Palace,2:0,2,0,1.43,4.59,8.65,2015-2016,1461178800
West Ham,Watford,3:1,3,1,1.45,4.66,7.61,2015-2016,1461177900
Newcastle,Manchester City,1:1,1,1,6.25,4.44,1.54,2015-2016,1461091500
Stoke,Tottenham,0:4,0,4,4.89,3.87,1.75,2015-2016,1461006000
Arsenal,Crystal Palace,1:1,1,1,1.33,5.63,9.47,2015-2016,1460905200
Bournemouth,Liverpool,1:2,1,2,1.0,1.0,1.0,2015-2016,1460896200
Leicester,West Ham,2:2,2,2,1.94,3.57,4.13,2015-2016,1460896200
Manchester Utd,Bournemouth,3:1,3,1,1.49,4.6,6.9,2015-2016,1463511600
Arsenal,Aston Villa,4:0,4,0,1.11,11.03,23.85,2015-2016,1463320800
Chelsea,Leicester,1:1,1,1,2.01,3.82,3.63,2015-2016,1463320800
Everton,Norwich,3:0,3,0,1.72,4.16,4.67,2015-2016,1463320800
Newcastle,Tottenham,5:1,5,1,5.05,4.03,1.7,2015-2016,1463320800
Southampton,Crystal Palace,4:1,4,1,1.28,6.24,10.93,2015-2016,1463320800
Stoke,West Ham,2:1,2,1,3.01,3.81,2.27,2015-2016,1463320800
Swansea,Manchester City,1:1,1,1,6.82,4.95,1.46,2015-2016,1463320800
Watford,Sunderland,2:2,2,2,1.65,4.26,5.21,2015-2016,1463320800
West Brom,Liverpool,1:1,1,1,2.62,3.55,2.69,2015-2016,1463320800
Liverpool,Chelsea,1:1,1,1,1.69,4.27,4.76,2015-2016,1462993200
Norwich,Watford,4:2,4,2,1.86,3.85,4.22,2015-2016,1462992300
Sunderland,Everton,3:0,3,0,1.84,3.88,4.27,2015-2016,1462992300
West Ham,Manchester Utd,3:2,3,2,3.09,3.52,2.34,2015-2016,1462905900
Liverpool,Watford,2:0,2,0,1.56,4.33,6.17,2015-2016,1462719600
Manchester City,Arsenal,2:2,2,2,2.22,3.6,3.25,2015-2016,1462719600
Tottenham,Southampton,1:2,1,2,2.2,3.4,3.48,2015-2016,1462710600
Leicester,Everton,3:1,3,1,1.83,3.79,3.87,2015-2016,1462638600
Aston Villa,Newcastle,0:0,0,0,5.1,4.02,1.69,2015-2016,1462629600
Bournemouth,West Brom,1:1,1,1,1.91,3.6,4.27,2015-2016,1462629600
Crystal Palace,Stoke,2:1,2,1,2.02,3.48,3.99,2015-2016,1462629600
Sunderland,Chelsea,3:2,3,2,3.16,3.59,2.26,2015-2016,1462629600
West Ham,Swansea,1:4,1,4,1.35,5.46,9.22,2015-2016,1462629600
Norwich,Manchester Utd,0:1,0,1,3.85,3.48,2.05,2015-2016,1462621500
Chelsea,Tottenham,2:2,2,2,2.58,3.47,2.78,2015-2016,1462215600
Southampton,Manchester City,4:2,4,2,2.42,3.45,3.03,2015-2016,1462116600
Manchester Utd,Leicester,1:1,1,1,1.0,1.0,1.0,2015-2016,1462107900
Swansea,Liverpool,3:1,3,1,3.54,3.49,2.14,2015-2016,1462100400
Arsenal,Norwich,1:0,1,0,1.26,6.27,12.76,2015-2016,1462033800
Everton,Bournemouth,2:1,2,1,2.41,3.65,2.89,2015-2016,1462024800
Newcastle,Crystal Palace,1:0,1,0,1.0,1.0,1.0,2015-2016,1462024800
Stoke,Sunderland,1:1,1,1,2.93,3.37,2.51,2015-2016,1462024800
Watford,Aston Villa,3:2,3,2,1.72,3.75,5.31,2015-2016,1462024800
West Brom,West Ham,0:3,0,3,3.91,3.55,2.0,2015-2016,1462024800
Tottenham,West Brom,1:1,1,1,1.22,6.75,14.34,2015-2016,1461610800
Leicester,Swansea,4:0,4,0,1.0,1.0,1.0,2015-2016,1461510900
Sunderland,Arsenal,0:0,0,0,5.4,4.14,1.65,2015-2016,1461503100
Aston Villa,Southampton,2:4,2,4,6.9,4.15,1.54,2015-2016,1461420000
Bournemouth,Chelsea,1:4,1,4,3.48,3.56,2.15,2015-2016,1461420000
Liverpool,Newcastle,2:2,2,2,1.51,4.66,6.42,2015-2016,1461420000
Manchester City,Stoke,4:0,4,0,1.3,5.8,10.5,2015-2016,1461411900
Arsenal,West Brom,2:0,2,0,1.26,6.17,13.06,2015-2016,1461264300
Liverpool,Everton,4:0,4,0,1.68,4.04,5.26,2015-2016,1461178800
Manchester Utd,Crystal Palace,2:0,2,0,1.43,4.59,8.65,2015-2016,1461178800
West Ham,Watford,3:1,3,1,1.45,4.66,7.61,2015-2016,1461177900
Newcastle,Manchester City,1:1,1,1,6.25,4.44,1.54,2015-2016,1461091500
Stoke,Tottenham,0:4,0,4,4.89,3.87,1.75,2015-2016,1461006000
Arsenal,Crystal Palace,1:1,1,1,1.33,5.63,9.47,2015-2016,1460905200
Bournemouth,Liverpool,1:2,1,2,1.0,1.0,1.0,2015-2016,1460896200
Leicester,West Ham,2:2,2,2,1.94,3.57,4.13,2015-2016,1460896200
Chelsea,Manchester City,0:3,0,3,2.62,3.49,2.74,2015-2016,1460824200
Everton,Southampton,1:1,1,1,2.99,3.38,2.48,2015-2016,1460815200
Manchester Utd,Aston Villa,1:0,1,0,1.25,6.2,14.07,2015-2016,1460815200
Newcastle,Swansea,3:0,3,0,2.44,3.37,3.05,2015-2016,1460815200
West Brom,Watford,0:1,0,1,2.38,3.15,3.38,2015-2016,1460815200
Norwich,Sunderland,0:3,0,3,2.33,3.31,3.32,2015-2016,1460807100
Crystal Palace,Everton,0:0,0,0,2.68,3.31,2.79,2015-2016,1460574000
Liverpool,Stoke,4:1,4,1,1.65,3.93,5.79,2015-2016,1460300400
Tottenham,Manchester Utd,3:0,3,0,1.97,3.52,4.08,2015-2016,1460300400
Sunderland,Leicester,0:2,0,2,3.25,3.27,2.38,2015-2016,1460291400
Manchester City,West Brom,2:1,2,1,1.34,5.17,10.31,2015-2016,1460219400
Aston Villa,Bournemouth,1:2,1,2,3.73,3.48,2.08,2015-2016,1460210400
Crystal Palace,Norwich,1:0,1,0,1.92,3.46,4.5,2015-2016,1460210400
Southampton,Newcastle,3:1,3,1,1.63,4.05,5.91,2015-2016,1460210400
Swansea,Chelsea,1:0,1,0,3.05,3.3,2.47,2015-2016,1460210400
Watford,Everton,1:1,1,1,3.48,3.41,2.2,2015-2016,1460210400
West Ham,Arsenal,3:3,3,3,3.93,3.8,1.93,2015-2016,1460202300
Manchester Utd,Everton,1:0,1,0,1.96,3.55,4.12,2015-2016,1459695600
Leicester,Southampton,1:0,1,0,2.32,3.26,3.37,2015-2016,1459686600
Liverpool,Tottenham,1:1,1,1,2.16,3.52,3.48,2015-2016,1459614600
Arsenal,Watford,4:0,4,0,1.36,5.28,9.36,2015-2016,1459605600
Bournemouth,Manchester City,0:4,0,4,3.93,3.59,2.0,2015-2016,1459605600
Norwich,Newcastle,3:2,3,2,2.32,3.3,3.33,2015-2016,1459605600
Stoke,Swansea,2:2,2,2,2.12,3.32,3.82,2015-2016,1459605600
Sunderland,West Brom,0:0,0,0,2.0,3.35,4.25,2015-2016,1459605600
West Ham,Crystal Palace,2:2,2,2,1.87,3.6,4.52,2015-2016,1459605600
Aston Villa,Chelsea,0:4,0,4,4.96,3.58,1.81,2015-2016,1459597500
Manchester City,Manchester Utd,0:1,0,1,1.97,3.51,4.11,2015-2016,1458489600
Tottenham,Bournemouth,3:0,3,0,1.52,4.26,7.07,2015-2016,1458489600
Newcastle,Sunderland,1:1,1,1,2.19,3.23,3.69,2015-2016,1458480600
Southampton,Liverpool,3:2,3,2,1.0,1.0,1.0,2015-2016,1458480600
Swansea,Aston Villa,1:0,1,0,1.0,1.0,1.0,2015-2016,1458408600
Chelsea,West Ham,2:2,2,2,1.81,3.69,4.78,2015-2016,1458399600
Crystal Palace,Leicester,0:1,0,1,2.9,3.29,2.59,2015-2016,1458399600
Watford,Stoke,1:2,1,2,1.0,1.0,1.0,2015-2016,1458399600
West Brom,Norwich,0:1,0,1,2.4,3.21,3.26,2015-2016,1458399600
Everton,Arsenal,0:2,0,2,2.73,3.48,2.63,2015-2016,1458391500
Leicester,Newcastle,1:0,1,0,1.55,4.32,6.34,2015-2016,1457985600
Aston Villa,Tottenham,0:2,0,2,7.17,4.35,1.51,2015-2016,1457884800
Bournemouth,Swansea,3:2,3,2,2.0,3.43,4.1,2015-2016,1457794800
Stoke,Southampton,1:2,1,2,2.72,3.16,2.84,2015-2016,1457794800
Norwich,Manchester City,0:0,0,0,6.54,4.26,1.55,2015-2016,1457786700
West Brom,Manchester Utd,1:0,1,0,4.38,3.43,1.94,2015-2016,1457280000
Crystal Palace,Liverpool,1:2,1,2,3.7,3.44,2.11,2015-2016,1457271000
Watford,Leicester,0:1,0,1,2.96,3.27,2.56,2015-2016,1457199000
Chelsea,Stoke,1:1,1,1,1.53,4.26,6.94,2015-2016,1457190000
Manchester City,Aston Villa,4:0,4,0,1.0,1.0,1.0,2015-2016,1457190000
Newcastle,Bournemouth,1:3,1,3,2.61,3.29,2.88,2015-2016,1457190000
Southampton,Sunderland,1:1,1,1,1.6,4.03,6.18,2015-2016,1457190000
Swansea,Norwich,1:0,1,0,2.14,3.31,3.76,2015-2016,1457190000
Everton,West Ham,2:3,2,3,1.66,4.09,5.42,2015-2016,1457190000
Tottenham,Arsenal,2:2,2,2,2.31,3.43,3.23,2015-2016,1457181900
Liverpool,Manchester City,3:0,3,0,2.75,3.47,2.63,2015-2016,1456948800
Manchester Utd,Watford,1:0,1,0,1.62,3.96,6.1,2015-2016,1456948800
Arsenal,Swansea,1:2,1,2,1.29,5.75,11.72,2015-2016,1456947900
Stoke,Newcastle,1:0,1,0,1.0,1.0,1.0,2015-2016,1456947900
West Ham,Tottenham,1:0,1,0,3.54,3.4,2.19,2015-2016,1456947900
Aston Villa,Everton,1:3,1,3,5.52,4.0,1.66,2015-2016,1456861500
Bournemouth,Southampton,2:0,2,0,2.82,3.21,2.71,2015-2016,1456861500
Leicester,West Brom,2:2,2,2,1.0,1.0,1.0,2015-2016,1456861500
Norwich,Chelsea,1:2,1,2,5.38,3.85,1.7,2015-2016,1456861500
Sunderland,Crystal Palace,2:2,2,2,2.47,3.24,3.12,2015-2016,1456861500
Manchester Utd,Arsenal,3:2,3,2,3.4,3.34,2.28,2015-2016,1456668300
Tottenham,Swansea,2:1,2,1,1.0,1.0,1.0,2015-2016,1456668300
West Brom,Crystal Palace,3:2,3,2,2.86,3.16,2.73,2015-2016,1456594200
Leicester,Norwich,1:0,1,0,1.58,4.14,6.25,2015-2016,1456585200
Southampton,Chelsea,1:2,1,2,3.15,3.26,2.44,2015-2016,1456585200
Stoke,Aston Villa,2:1,2,1,1.91,3.44,4.57,2015-2016,1456585200
Watford,Bournemouth,0:0,0,0,2.63,3.26,2.88,2015-2016,1456585200
West Ham,Sunderland,1:0,1,0,1.85,3.66,4.5,2015-2016,1456577100
Manchester City,Tottenham,1:2,1,2,2.12,3.39,3.74,2015-2016,1455466500
Aston Villa,Liverpool,0:6,0,6,5.65,3.72,1.7,2015-2016,1455458700
Arsenal,Leicester,2:1,2,1,1.68,4.17,5.09,2015-2016,1455451200
Chelsea,Newcastle,5:1,5,1,1.38,5.13,8.81,2015-2016,1455384600
Bournemouth,Stoke,1:3,1,3,1.94,3.57,4.21,2015-2016,1455375600
Crystal Palace,Watford,1:2,1,2,2.19,3.26,3.69,2015-2016,1455375600
Everton,West Brom,0:1,0,1,1.49,4.35,7.61,2015-2016,1455375600
Norwich,West Ham,2:2,2,2,2.5,3.31,3.0,2015-2016,1455375600
Swansea,Southampton,0:1,0,1,3.2,3.18,2.45,2015-2016,1455375600
Sunderland,Manchester Utd,2:1,2,1,5.11,3.58,1.79,2015-2016,1455367500
Chelsea,Manchester Utd,1:1,1,1,2.17,3.25,3.74,2015-2016,1454860800
Bournemouth,Arsenal,0:2,0,2,4.36,3.62,1.89,2015-2016,1454851800
Southampton,West Ham,1:0,1,0,1.71,3.8,5.39,2015-2016,1454779800
Aston Villa,Norwich,2:0,2,0,2.47,3.19,3.17,2015-2016,1454770800
Liverpool,Sunderland,2:2,2,2,1.45,4.63,7.9,2015-2016,1454770800
Newcastle,West Brom,1:0,1,0,2.24,3.3,3.52,2015-2016,1454770800
Stoke,Everton,0:3,0,3,2.87,3.31,2.6,2015-2016,1454770800
Swansea,Crystal Palace,1:1,1,1,2.28,3.19,3.57,2015-2016,1454770800
Tottenham,Watford,1:0,1,0,1.5,4.37,7.31,2015-2016,1454770800
Manchester City,Leicester,1:3,1,3,1.62,4.11,5.75,2015-2016,1454762700
Everton,Newcastle,3:0,3,0,1.7,4.04,5.01,2015-2016,1454528700
Watford,Chelsea,0:0,0,0,4.74,3.67,1.82,2015-2016,1454528700
Crystal Palace,Bournemouth,1:2,1,2,2.61,3.19,2.95,2015-2016,1454443200
Manchester Utd,Stoke,3:0,3,0,1.0,1.0,1.0,2015-2016,1454443200
West Brom,Swansea,1:1,1,1,2.6,3.05,3.1,2015-2016,1454443200
Arsenal,Southampton,0:0,0,0,1.82,3.54,4.97,2015-2016,1454442300
Leicester,Liverpool,2:0,2,0,2.82,3.27,2.67,2015-2016,1454442300
Norwich,Tottenham,0:3,0,3,4.8,3.91,1.75,2015-2016,1454442300
Sunderland,Manchester City,0:1,0,1,6.96,4.57,1.49,2015-2016,1454442300
West Ham,Aston Villa,2:0,2,0,1.84,3.52,4.8,2015-2016,1454442300
Arsenal,Chelsea,0:1,0,1,1.0,1.0,1.0,2015-2016,1453651200
Everton,Swansea,1:2,1,2,1.73,3.8,5.28,2015-2016,1453642200
West Ham,Manchester City,2:2,2,2,4.96,4.01,1.71,2015-2016,1453570200
Crystal Palace,Tottenham,1:3,1,3,3.62,3.39,2.15,2015-2016,1453561200
Leicester,Stoke,3:0,3,0,1.9,3.53,4.46,2015-2016,1453561200
Manchester Utd,Southampton,0:1,0,1,1.0,1.0,1.0,2015-2016,1453561200
Sunderland,Bournemouth,1:1,1,1,2.78,3.32,2.68,2015-2016,1453561200
Watford,Newcastle,2:1,2,1,1.97,3.52,4.1,2015-2016,1453561200
West Brom,Aston Villa,0:0,0,0,2.3,3.13,3.62,2015-2016,1453561200
Norwich,Liverpool,4:5,4,5,4.21,3.45,1.97,2015-2016,1453553100
Swansea,Watford,1:0,1,0,2.27,3.23,3.51,2015-2016,1453147200
Stoke,Arsenal,0:0,0,0,3.41,3.23,2.31,2015-2016,1453047300
Liverpool,Manchester Utd,0:1,0,1,2.64,3.08,3.05,2015-2016,1453039500
Aston Villa,Leicester,1:1,1,1,3.6,3.44,2.14,2015-2016,1452965400
Bournemouth,Norwich,3:0,3,0,1.91,3.5,4.46,2015-2016,1452956400
Chelsea,Everton,3:3,3,3,1.0,1.0,1.0,2015-2016,1452956400
Manchester City,Crystal Palace,4:0,4,0,1.39,5.01,8.73,2015-2016,1452956400
Newcastle,West Ham,2:1,2,1,2.36,3.38,3.23,2015-2016,1452956400
Southampton,West Brom,3:0,3,0,1.71,3.58,5.9,2015-2016,1452956400
Tottenham,Sunderland,4:1,4,1,1.0,1.0,1.0,2015-2016,1452948300
Liverpool,Arsenal,3:3,3,3,2.65,3.33,2.81,2015-2016,1452715200
Tottenham,Leicester,0:1,0,1,1.82,3.62,4.78,2015-2016,1452715200
Chelsea,West Brom,2:2,2,2,1.45,4.4,8.6,2015-2016,1452714300
Manchester City,Everton,0:0,0,0,1.52,4.57,6.44,2015-2016,1452714300
Southampton,Watford,2:0,2,0,2.02,3.44,4.01,2015-2016,1452714300
Stoke,Norwich,3:1,3,1,2.04,3.38,4.12,2015-2016,1452714300
Swansea,Sunderland,2:4,2,4,1.84,3.5,4.86,2015-2016,1452714300
Aston Villa,Crystal Palace,1:0,1,0,3.27,3.19,2.4,2015-2016,1452627900
Bournemouth,West Ham,1:3,1,3,1.99,3.64,3.86,2015-2016,1452627900
Newcastle,Manchester Utd,3:3,3,3,4.92,3.61,1.81,2015-2016,1452627900
Everton,Tottenham,1:1,1,1,2.56,3.41,2.85,2015-2016,1451836800
Crystal Palace,Chelsea,0:3,0,3,4.07,3.44,2.01,2015-2016,1451827800
Watford,Manchester City,1:2,1,2,4.99,3.94,1.72,2015-2016,1451755800
Arsenal,Newcastle,1:0,1,0,1.25,6.7,12.49,2015-2016,1451746800
Leicester,Bournemouth,0:0,0,0,1.94,3.7,4.25,2015-2016,1451746800
Manchester Utd,Swansea,2:1,2,1,1.49,4.15,8.24,2015-2016,1451746800
Norwich,Southampton,1:0,1,0,3.01,3.22,2.55,2015-2016,1451746800
Sunderland,Aston Villa,3:1,3,1,2.5,3.19,3.12,2015-2016,1451746800
West Brom,Stoke,2:1,2,1,2.87,3.08,2.76,2015-2016,1451746800
West Ham,Liverpool,2:0,2,0,4.11,3.5,1.98,2015-2016,1451738700
Sunderland,Liverpool,0:1,0,1,5.62,4.01,1.65,2015-2016,1451504700
Leicester,Manchester City,0:0,0,0,4.12,3.92,1.88,2015-2016,1451418300
Arsenal,Bournemouth,2:0,2,0,1.53,4.3,7.0,2015-2016,1451323800
Manchester Utd,Chelsea,0:0,0,0,2.48,3.21,3.14,2015-2016,1451323800
West Ham,Southampton,2:1,2,1,3.52,3.33,2.25,2015-2016,1451323800
Crystal Palace,Swansea,0:0,0,0,2.0,3.33,4.26,2015-2016,1451314800
Everton,Stoke,3:4,3,4,1.86,3.59,4.61,2015-2016,1451314800
Norwich,Aston Villa,2:0,2,0,1.0,1.0,1.0,2015-2016,1451314800
Watford,Tottenham,1:2,1,2,3.24,3.37,2.34,2015-2016,1451314800
West Brom,Newcastle,1:0,1,0,2.16,3.29,3.73,2015-2016,1451314800
Arsenal,West Brom,4:1,4,1,1.34,5.56,8.83,2014-2015,1432476000
Aston Villa,Burnley,0:1,0,1,2.22,3.46,3.35,2014-2015,1432476000
Chelsea,Sunderland,3:1,3,1,1.3,5.7,10.7,2014-2015,1432476000
Crystal Palace,Swansea,1:0,1,0,1.77,3.85,4.74,2014-2015,1432476000
Everton,Tottenham,0:1,0,1,2.32,3.52,3.09,2014-2015,1432476000
Hull,Manchester Utd,0:0,0,0,3.14,3.61,2.26,2014-2015,1432476000
Leicester,QPR,5:1,5,1,1.5,4.67,6.31,2014-2015,1432476000
Manchester City,Southampton,2:0,2,0,1.61,4.23,5.54,2014-2015,1432476000
Newcastle,West Ham,2:0,2,0,1.74,3.9,4.75,2014-2015,1432476000
Stoke,Liverpool,6:1,6,1,3.37,3.5,2.19,2014-2015,1432476000
Arsenal,Sunderland,0:0,0,0,1.28,5.99,11.38,2014-2015,1432147500
West Brom,Chelsea,3:0,3,0,5.32,3.71,1.72,2014-2015,1431975600
Manchester Utd,Arsenal,1:1,1,1,2.58,3.35,2.88,2014-2015,1431874800
Swansea,Manchester City,2:4,2,4,4.72,4.03,1.73,2014-2015,1431865800
Liverpool,Crystal Palace,1:3,1,3,1.46,4.62,7.46,2014-2015,1431793800
Burnley,Stoke,0:0,0,0,2.58,3.27,2.9,2014-2015,1431784800
QPR,Newcastle,2:1,2,1,3.17,3.47,2.31,2014-2015,1431784800
Sunderland,Leicester,0:0,0,0,2.98,3.24,2.54,2014-2015,1431784800
Tottenham,Hull,2:0,2,0,1.84,3.74,4.37,2014-2015,1431784800
West Ham,Everton,1:2,1,2,2.5,3.41,2.9,2014-2015,1431784800
Southampton,Aston Villa,6:1,6,1,1.75,3.81,4.9,2014-2015,1431776700
Arsenal,Swansea,0:1,0,1,1.32,5.64,9.87,2014-2015,1431370800
Chelsea,Liverpool,1:1,1,1,2.13,3.41,3.65,2014-2015,1431270000
Manchester City,QPR,6:0,6,0,1.19,7.57,14.77,2014-2015,1431261000
Crystal Palace,Manchester Utd,1:2,1,2,4.63,3.55,1.84,2014-2015,1431189000
Aston Villa,West Ham,1:0,1,0,1.8,3.74,4.66,2014-2015,1431180000
Hull,Burnley,0:1,0,1,1.89,3.52,4.45,2014-2015,1431180000
Leicester,Southampton,2:0,2,0,2.74,3.29,2.71,2014-2015,1431180000
Newcastle,West Brom,1:1,1,1,2.22,3.33,3.48,2014-2015,1431180000
Stoke,Tottenham,3:0,3,0,3.25,3.41,2.29,2014-2015,1431180000
Everton,Sunderland,0:2,0,2,1.69,3.78,5.42,2014-2015,1431171900
Hull,Arsenal,1:3,1,3,5.16,3.76,1.73,2014-2015,1430766000
Tottenham,Manchester City,0:1,0,1,3.33,3.58,2.18,2014-2015,1430665200
Chelsea,Crystal Palace,1:0,1,0,1.32,5.29,11.17,2014-2015,1430656200
Manchester Utd,West Brom,0:1,0,1,1.38,4.83,9.4,2014-2015,1430584200
Aston Villa,Everton,3:2,3,2,2.61,3.23,2.88,2014-2015,1430575200
Liverpool,QPR,2:1,2,1,1.36,5.26,9.09,2014-2015,1430575200
Sunderland,Southampton,2:1,2,1,4.06,3.35,2.03,2014-2015,1430575200
Swansea,Stoke,2:0,2,0,2.25,3.31,3.45,2014-2015,1430575200
West Ham,Burnley,1:0,1,0,2.3,3.38,3.27,2014-2015,1430575200
Leicester,Newcastle,3:0,3,0,1.84,3.66,4.52,2014-2015,1430567100
Leicester,Chelsea,1:3,1,3,4.93,3.76,1.76,2014-2015,1430333100
Hull,Liverpool,1:0,1,0,3.95,3.38,2.06,2014-2015,1430246700
Arsenal,Chelsea,0:0,0,0,2.47,3.22,3.14,2014-2015,1430060400
Everton,Manchester Utd,3:0,3,0,4.1,3.36,2.02,2014-2015,1430051400
Manchester City,Aston Villa,3:2,3,2,1.26,6.08,12.24,2014-2015,1429979400
Crystal Palace,Hull,0:2,0,2,2.0,3.33,4.2,2014-2015,1429970400
Newcastle,Swansea,2:3,2,3,2.36,3.23,3.29,2014-2015,1429970400
Stoke,Sunderland,1:1,1,1,1.82,3.42,5.13,2014-2015,1429970400
West Brom,Liverpool,0:0,0,0,4.38,3.51,1.91,2014-2015,1429970400
Arsenal,West Brom,4:1,4,1,1.34,5.56,8.83,2014-2015,1432476000
Aston Villa,Burnley,0:1,0,1,2.22,3.46,3.35,2014-2015,1432476000
Chelsea,Sunderland,3:1,3,1,1.3,5.7,10.7,2014-2015,1432476000
Crystal Palace,Swansea,1:0,1,0,1.77,3.85,4.74,2014-2015,1432476000
Everton,Tottenham,0:1,0,1,2.32,3.52,3.09,2014-2015,1432476000
Hull,Manchester Utd,0:0,0,0,3.14,3.61,2.26,2014-2015,1432476000
Leicester,QPR,5:1,5,1,1.5,4.67,6.31,2014-2015,1432476000
Manchester City,Southampton,2:0,2,0,1.61,4.23,5.54,2014-2015,1432476000
Newcastle,West Ham,2:0,2,0,1.74,3.9,4.75,2014-2015,1432476000
Stoke,Liverpool,6:1,6,1,3.37,3.5,2.19,2014-2015,1432476000
Arsenal,Sunderland,0:0,0,0,1.28,5.99,11.38,2014-2015,1432147500
West Brom,Chelsea,3:0,3,0,5.32,3.71,1.72,2014-2015,1431975600
Manchester Utd,Arsenal,1:1,1,1,2.58,3.35,2.88,2014-2015,1431874800
Swansea,Manchester City,2:4,2,4,4.72,4.03,1.73,2014-2015,1431865800
Liverpool,Crystal Palace,1:3,1,3,1.46,4.62,7.46,2014-2015,1431793800
Burnley,Stoke,0:0,0,0,2.58,3.27,2.9,2014-2015,1431784800
QPR,Newcastle,2:1,2,1,3.17,3.47,2.31,2014-2015,1431784800
Sunderland,Leicester,0:0,0,0,2.98,3.24,2.54,2014-2015,1431784800
Tottenham,Hull,2:0,2,0,1.84,3.74,4.37,2014-2015,1431784800
West Ham,Everton,1:2,1,2,2.5,3.41,2.9,2014-2015,1431784800
